QuestionID	RespondentID	Response
6	1582753045	N/A
27	1582753045	N/A
90	1582753045	N/A
53	1582753045	
14	1582753045	N/A
49	1582753045	N/A
72	1582753045	N/A
20	1582753045	N/A
91	1582753045	
32	1582753045	
22	1582753045	
38	1582753045	I'll check with others at my college.
64	1582714598	One or more times per week.
37	1582714598	meets expectations.
81	1582714598	
15	1582714598	Agree
5	1582714598	Agree
48	1582714598	Agree
74	1582714598	
25	1582714598	Agree
62	1582714598	
43	1582714598	Very Likely
3	1582714598	
58	1582714598	
35	1582714598	
66	1582714598	
88	1582714598	
40	1582714598	
40	1582714598	
30	1582714598	Agree
12	1582714598	
9	1582714598	Yes
2	1582714598	Agree
59	1582714598	Agree
45	1582714598	Agree
60	1582714598	
39	1582714598	Agree
7	1582714598	
1	1582714598	Sometimes
26	1582714598	
4	1582714598	Sometimes
67	1582714598	
51	1582714598	Strongly Agree
10	1582714598	Strongly Agree
55	1582714598	Strongly Agree
44	1582714598	Strongly Agree
63	1582714598	Strongly Disagree
23	1582714598	Strongly Disagree
75	1582714598	Agree
76	1582714598	Agree
78	1582714598	Disagree
6	1582714598	Disagree
27	1582714598	Neither Agree nor Disagree
90	1582714598	Strongly Agree
53	1582714598	
14	1582714598	Agree
49	1582714598	Agree
72	1582714598	Strongly Agree
20	1582714598	Strongly Agree
91	1582714598	
32	1582714598	
22	1582714598	
38	1582714598	Just by adding fields so that calculations for NCCBP and IPEDS are easy to get/more uniformed.
64	1581425205	One or more times per day.
37	1581425205	exceeds expectations.
81	1581425205	Keith Wiggins and Michael Taft have been a HUGE help in our customizations process and better use of the product, especially with guiding us through whatever we may be confused with on a step-by-step level.
15	1581425205	Strongly Agree
5	1581425205	Strongly Agree
48	1581425205	Strongly Agree
74	1581425205	See customer support response
25	1581425205	Strongly Agree
62	1581425205	See customer support response
43	1581425205	Very Likely
3	1581425205	Incredibly user friendly and saves a TON of time. Lets IR staff spend more time in analysis interpretation and increasing data proficiency and use college-wide.
58	1581425205	
35	1581425205	
66	1581425205	creating a software knowledge-base.
88	1581425205	
40	1581425205	Others (please specify)
40	1581425205	I would like to see how other institutions use . Perhaps a list-serv or  users group?
30	1581425205	Strongly Agree
12	1581425205	
9	1581425205	Yes
2	1581425205	Agree
59	1581425205	Strongly Agree
45	1581425205	Strongly Agree
60	1581425205	
39	1581425205	Strongly Agree
7	1581425205	
1	1581425205	Frequently
26	1581425205	
4	1581425205	Frequently
67	1581425205	As needed to improve the product for users across campus
51	1581425205	Strongly Agree
10	1581425205	Strongly Agree
55	1581425205	Strongly Agree
44	1581425205	Strongly Agree
63	1581425205	Disagree
23	1581425205	Disagree
75	1581425205	Strongly Agree
76	1581425205	Strongly Agree
78	1581425205	Strongly Agree
6	1581425205	Strongly Agree
27	1581425205	Strongly Agree
90	1581425205	Strongly Agree
53	1581425205	
14	1581425205	Strongly Agree
49	1581425205	Strongly Agree
72	1581425205	Strongly Agree
20	1581425205	Strongly Agree
91	1581425205	Software Training: I would like to learn how to create custom canned reports and datasheets under the Report List as well as be able to create checkbox features and datasheets under Custom Multiple Groups (all in Student Navigator in the Engagement module).
32	1581425205	
22	1581425205	
38	1581425205	Keep up the great work.
64	1573193003	One or more times per day.
37	1573193003	exceeds expectations.
81	1573193003	The folks  are always willing to go above and beyond to help us.  They even help us track down errors that have nothing to do with Estudias.
15	1573193003	Strongly Agree
5	1573193003	
48	1573193003	
74	1573193003	I never wait more than a day for answers, and usually I have a response within an hour.
25	1573193003	Strongly Agree
62	1573193003	I love that I can call or email nearly anytime, and get the help I need.
43	1573193003	Very Likely
3	1573193003	It is a great resource to relieve the strain on our data center!
58	1573193003	
35	1573193003	
66	1573193003	
88	1573193003	
40	1573193003	Others (please specify)
40	1573193003	I like it as it is.
30	1573193003	Strongly Agree
12	1573193003	I have never had to wait for help!
9	1573193003	No
2	1573193003	
59	1573193003	
45	1573193003	
60	1573193003	
39	1573193003	
7	1573193003	
1	1573193003	Very Frequently
26	1573193003	
4	1573193003	Very Frequently
67	1573193003	
51	1573193003	Strongly Agree
10	1573193003	Agree
55	1573193003	Agree
44	1573193003	Agree
63	1573193003	Disagree
23	1573193003	Disagree
75	1573193003	Disagree
76	1573193003	Neither Agree nor Disagree
78	1573193003	Neither Agree nor Disagree
6	1573193003	Disagree
27	1573193003	Disagree
90	1573193003	Neither Agree nor Disagree
53	1573193003	
14	1573193003	Don't know
49	1573193003	Agree
72	1573193003	Agree
20	1573193003	Agree
91	1573193003	
32	1573193003	
22	1573193003	
38	1573193003	I've been very happy with my experience.  Rob Spence has been wonderful to work with, always ready to help out with anything we need.
64	1570530053	One or more times per week.
37	1570530053	exceeds expectations.
81	1570530053	I've spoken with Michael N. and Rod M. on occasion and both have listened to my topic of concern/interest and helped.  Aaron T. has really helped bring our Estudias database closer to how we plan to more fully utilize it on campus
15	1570530053	Agree
5	1570530053	Agree
48	1570530053	Agree
74	1570530053	on occasion, there is an email that goes unanswered for longer than would like or an email that may be unclear
25	1570530053	N/A
62	1570530053	i'm not sure what this question is asking
43	1570530053	Likely
3	1570530053	When people have asked about our  experience (ex. at conference), I say there is a lot that is offered in the product, butthe staff/support are key in helping accomplish what is needed
58	1570530053	
35	1570530053	
66	1570530053	
88	1570530053	providing online software demos.
40	1570530053	
40	1570530053	
30	1570530053	Agree
12	1570530053	
9	1570530053	Yes
2	1570530053	Agree
59	1570530053	Agree
45	1570530053	Agree
60	1570530053	
39	1570530053	Agree
7	1570530053	
1	1570530053	Don't know
26	1570530053	we have multiple user groups on campus, and i don't know the frequency of contact FROM , but i do know our campus users will contact as needed
4	1570530053	Don't know
67	1570530053	I think we've been in contact with Zogo support on a regular basis to work on the database and features.  I think if there's been no contact from our end in about 3 months, a check-in call or email would be nice
51	1570530053	Strongly Agree
10	1570530053	Agree
55	1570530053	Strongly Agree
44	1570530053	Strongly Agree
63	1570530053	Disagree
23	1570530053	Disagree
75	1570530053	Disagree
76	1570530053	Agree
78	1570530053	Disagree
6	1570530053	Neither Agree nor Disagree
27	1570530053	Neither Agree nor Disagree
90	1570530053	Agree
53	1570530053	
14	1570530053	Don't know
49	1570530053	Don't know
72	1570530053	Strongly Disagree
20	1570530053	Disagree
91	1570530053	i like the idea of Zogo users sharing ideas/experiences
32	1570530053	
22	1570530053	
38	1570530053	continue to support changes/updates- as we more fully utilize features, more is requested...a continual process
64	1569884600	I do not use  software. 
37	1569884600	
81	1569884600	
15	1569884600	
5	1569884600	
48	1569884600	
74	1569884600	
25	1569884600	
62	1569884600	
43	1569884600	
3	1569884600	
58	1569884600	
35	1569884600	
66	1569884600	
88	1569884600	
40	1569884600	
40	1569884600	
30	1569884600	
12	1569884600	
9	1569884600	
2	1569884600	
59	1569884600	
45	1569884600	
60	1569884600	
39	1569884600	
7	1569884600	
1	1569884600	
26	1569884600	
4	1569884600	
67	1569884600	
51	1569884600	
10	1569884600	
55	1569884600	
44	1569884600	
63	1569884600	
23	1569884600	
75	1569884600	
76	1569884600	
78	1569884600	
6	1569884600	
27	1569884600	
90	1569884600	
53	1569884600	
14	1569884600	
49	1569884600	
72	1569884600	
20	1569884600	
91	1569884600	
32	1569884600	Program Coordinator
22	1569884600	I purchased  a few years ago and worked on implementation for about two years before giving up and abandoning the whole thing.  We were never able to get it functioning and had extended periods with no assistance.  It was a huge waste of funds.
38	1569884600	Create a product that can be used without hiring a team of programmers at the customer's institution.
64	1569875061	One or more times per day.
37	1569875061	exceeds expectations.
81	1569875061	
15	1569875061	Strongly Agree
5	1569875061	Strongly Agree
48	1569875061	Strongly Agree
74	1569875061	
25	1569875061	Strongly Agree
62	1569875061	
43	1569875061	Very Likely
3	1569875061	
58	1569875061	
35	1569875061	
66	1569875061	creating a software knowledge-base.
88	1569875061	providing online software demos.
40	1569875061	
40	1569875061	
30	1569875061	Agree
12	1569875061	
9	1569875061	Yes
2	1569875061	Strongly Agree
59	1569875061	Strongly Agree
45	1569875061	Strongly Agree
60	1569875061	
39	1569875061	Agree
7	1569875061	
1	1569875061	Frequently
26	1569875061	
4	1569875061	Sometimes
67	1569875061	
51	1569875061	Agree
10	1569875061	
55	1569875061	Agree
44	1569875061	Agree
63	1569875061	
23	1569875061	
75	1569875061	
76	1569875061	
78	1569875061	
6	1569875061	
27	1569875061	
90	1569875061	
53	1569875061	
14	1569875061	N/A
49	1569875061	Strongly Disagree
72	1569875061	Strongly Disagree
20	1569875061	Strongly Disagree
91	1569875061	
32	1569875061	
22	1569875061	
38	1569875061	None, that I know of presently
64	1569778940	One or more times per day.
37	1569778940	meets expectations.
81	1569778940	
15	1569778940	Strongly Agree
5	1569778940	Strongly Agree
48	1569778940	Strongly Agree
74	1569778940	
25	1569778940	Strongly Agree
62	1569778940	
43	1569778940	Very Likely
3	1569778940	allow the capture of data in a timely manner
58	1569778940	
35	1569778940	
66	1569778940	
88	1569778940	
40	1569778940	
40	1569778940	
30	1569778940	Strongly Agree
12	1569778940	
9	1569778940	Yes
2	1569778940	Strongly Agree
59	1569778940	Strongly Agree
45	1569778940	Strongly Agree
60	1569778940	
39	1569778940	Strongly Agree
7	1569778940	
1	1569778940	Frequently
26	1569778940	
4	1569778940	Sometimes
67	1569778940	
51	1569778940	Strongly Agree
10	1569778940	Agree
55	1569778940	Strongly Agree
44	1569778940	Agree
63	1569778940	Strongly Disagree
23	1569778940	Strongly Disagree
75	1569778940	Strongly Disagree
76	1569778940	Strongly Disagree
78	1569778940	Strongly Disagree
6	1569778940	Strongly Disagree
27	1569778940	Strongly Disagree
90	1569778940	Strongly Disagree
53	1569778940	
14	1569778940	Disagree
49	1569778940	Strongly Disagree
72	1569778940	Strongly Disagree
20	1569778940	Strongly Disagree
91	1569778940	
32	1569778940	
22	1569778940	
38	1569778940	unknown at this time
64	1569725873	One or more times per week.
37	1569725873	exceeds expectations.
81	1569725873	I am the 'project person' currently handling implementation of the software and I work closely with Rob Spence, several times a week (when I am on the project, that is..)
15	1569725873	Strongly Agree
5	1569725873	Strongly Agree
48	1569725873	Strongly Agree
74	1569725873	
25	1569725873	Strongly Agree
62	1569725873	
43	1569725873	Very Likely
3	1569725873	
58	1569725873	
35	1569725873	
66	1569725873	
88	1569725873	
40	1569725873	Others (please specify)
40	1569725873	I am currently fine with the customer support services... we need some updated web documentation, but Rob is working on that
30	1569725873	N/A
12	1569725873	We have had an exceptionally long implementation period.  This is primarily due to the lack of personnel support on this end.
9	1569725873	Yes
2	1569725873	Strongly Disagree
59	1569725873	Strongly Disagree
45	1569725873	Strongly Disagree
60	1569725873	
39	1569725873	N/A
7	1569725873	This was not the 'formal' training done for end-users, rather training provided by Michael for our implementation staff
1	1569725873	
26	1569725873	
4	1569725873	
67	1569725873	
51	1569725873	
10	1569725873	
55	1569725873	
44	1569725873	
63	1569725873	
23	1569725873	
75	1569725873	
76	1569725873	
78	1569725873	
6	1569725873	
27	1569725873	
90	1569725873	
53	1569725873	
14	1569725873	
49	1569725873	
72	1569725873	
20	1569725873	
91	1569725873	
32	1569725873	
22	1569725873	
38	1569725873	
64	1552542928	One or more times per day.
37	1552542928	does not meet expectations.
81	1552542928	This is a test of the survey by someone who is not a  customer; please discard all the answers when computing survey results. My feedback is in the other comment areas. Thank you. ASF.
15	1552542928	Strongly Disagree
5	1552542928	Strongly Disagree
48	1552542928	Strongly Disagree
74	1552542928	
25	1552542928	Strongly Disagree
62	1552542928	
43	1552542928	Very Likely
3	1552542928	
58	1552542928	sending confirmation that my email or question has been received and will be reviewed.
35	1552542928	
66	1552542928	
88	1552542928	
40	1552542928	Others (please specify)
40	1552542928	This area seems to be very small for all the comments a customer may have. If there is not enough space to make this bigger, maybe the areas above could be reduced. This is a very important question, and we don't want to discourage customers from sharing all the ideas they might have.
30	1552542928	Strongly Disagree
12	1552542928	
9	1552542928	Yes
2	1552542928	Strongly Disagree
59	1552542928	Strongly Disagree
45	1552542928	Strongly Disagree
60	1552542928	
39	1552542928	Strongly Disagree
7	1552542928	
1	1552542928	Never
26	1552542928	
4	1552542928	Never
67	1552542928	This area would look better if it were the same size as the area above.
51	1552542928	Strongly Agree
10	1552542928	Strongly Disagree
55	1552542928	Strongly Disagree
44	1552542928	Strongly Agree
63	1552542928	Strongly Disagree
23	1552542928	Strongly Disagree
75	1552542928	Strongly Disagree
76	1552542928	Strongly Disagree
78	1552542928	Strongly Disagree
6	1552542928	Strongly Disagree
27	1552542928	Strongly Disagree
90	1552542928	Strongly Disagree
53	1552542928	
14	1552542928	Strongly Disagree
49	1552542928	Strongly Disagree
72	1552542928	Strongly Disagree
20	1552542928	Strongly Disagree
91	1552542928	
32	1552542928	
22	1552542928	
38	1552542928	Thank you. Please remember to discard the answers when looking at survey results.
32	2809933229	Test1
71	2809933229	One or more times per day
84	2809933229	NA
68	2809933229	Rarely
13	2809933229	Often
18	2809933229	Often
47	2809933229	Often
19	2809933229	Often
17	2809933229	Often
65	2809933229	Sometimes
89	2809933229	We also use Person Lookup to create mailing lists of Persons.  We upload lists of Persons to do further analysis on special populations as well.
46	2809933229	We would like to use the completion points feature more, but need some development on that.  It would be nice to see some more options in terms of graphs (for example, if we wanted to show progress toward an enrollment target during a registration period we would see a progress bar that would continue to fill each day).  I am also often asked about tracking Persons from a particular course or set of courses to another course or set of courses.  Some of this can be done in Person Lookup, but I often find myself downloading datasheets so analyze data outside the warehouse for this type of request.  Additionally, we will need some more advanced security features to share or hide specific dimensions with certain groups of users and/or limit users' drill-down capabilities.  We would also like to see usage statistics.  We are also interested in a more complex method of tracking transfer Persons (the institutions they transfer to, etc.).
33	2809933229	3
69	2809933229	2
8	2809933229	2
29	2809933229	2
41	2809933229	"This is just a comment about the others above.  I have found that most of this would pJohnably be hard to do from 's perspective.  A lot of the ""out of the box"" reports, thematic grouping of reports, or even training needs to be tailored specifically to the institution.  I have found that the best way to increase usage was to provide users with reports or features that they have  particular interest in viewing or that answer a particular question they often ask.  Because it is often specific, it might just require an employee of the institution to fill that role and meet with users.  If your resources allowed, perhaps having somone from  stay on site to consult with users for a week or two each time you do a launch and then maybe once a year after that?"
80	2809933229	Within the last week
28	2809933229	We have several customizations, fixes and upgrades in progress.
34	2809933229	Very Satisfied
31	2809933229	We work with John Doe and he is fantastic. John has always been extremely helpful and provided a high level of cutomer service.  The only drawback is that more recently it has been harder to find time to meet or get in contact because he is very busy.  I know we are a pretty demanding institution, but sometimes we would like faster turn-around on support issues.  That being said, John has consistently met deadlines and promptly responded to urgent requests.
77	2809933229	Likely
56	2809933229	Very Likely
54	2809933229	Very Likely
16	2809933229	Generally, I have been satisfied working with our System person as well as in conversation with others.  Everyone has provided good customer service.  We do wish we would have faster response time, however.
30	2809933229	Agree
12	2809933229	Most of our requests have been made within our desired time-frame.  However, in more recent months, this has been less true.  We have noticed less availability of our main contact at  and it has taken a toll in terms of getting our projects completed.  While we have been satisfied for the most part, we are becoming more concerned about timely completion of upgrades, fixes and customizations.
50	2809933229	
36	2809933229	Offering more methods of contacting support personnel
73	2809933229	Creating a software knowledge-base
82	2809933229	Providing online software demos
86	2809933229	Other (please specify)
86	2809933229	We would like to see a backup  person assigned to our institution (and maybe others also).  We have been extremely happy working with our current person and would like to continue working with him, but more recently I think he is working with too many institutions to complete some of our requests when we would like.
11	2809933229	Yes
79	2809933229	Strongly Agree
57	2809933229	Agree
21	2809933229	Strongly Agree
85	2809933229	
39	2809933229	Agree
24	2809933229	
43	2809933229	Very Likely
61	2809933229	We are very pleased with the features and product.
83	2809933229	 is one of the best companies we've worked with in terms of customer service and client relationship.  We really appreciate the availability and committment to our projects.  We also feel that new features have been good improvements and are heading in the direction that helps meet developing needs of our institution.  The main thing we would like to see improved is just the availability of our System person.  We have several projects that have been lined up for some time or have been delayed that we would really like to work through.  This has been difficult as  has expanded with new clients.
52	2809933229	
70	2809933229	
87	2809933229	
42	2809933229	
32	2809507869	Test2
71	2809507869	One or more times per week
84	2809507869	
68	2809507869	
13	2809507869	
18	2809507869	
47	2809507869	
19	2809507869	
17	2809507869	
65	2809507869	
89	2809507869	
46	2809507869	
33	2809507869	
69	2809507869	
8	2809507869	
29	2809507869	
41	2809507869	
80	2809507869	
28	2809507869	
34	2809507869	
31	2809507869	
77	2809507869	
56	2809507869	
54	2809507869	
16	2809507869	
30	2809507869	
12	2809507869	
50	2809507869	
36	2809507869	
73	2809507869	
82	2809507869	
86	2809507869	
86	2809507869	
11	2809507869	
79	2809507869	
57	2809507869	
21	2809507869	
85	2809507869	
39	2809507869	
24	2809507869	
43	2809507869	
61	2809507869	
83	2809507869	
52	2809507869	
70	2809507869	
87	2809507869	
42	2809507869	
32	2807632435	Test3
71	2807632435	One or more times per day
84	2807632435	Never
68	2807632435	Never
13	2807632435	Often
18	2807632435	Often
47	2807632435	Often
19	2807632435	Often
17	2807632435	Often
65	2807632435	Often
89	2807632435	
46	2807632435	
33	2807632435	2
69	2807632435	3
8	2807632435	2
29	2807632435	2
41	2807632435	
80	2807632435	Never
28	2807632435	
34	2807632435	
31	2807632435	
77	2807632435	
56	2807632435	
54	2807632435	
16	2807632435	
30	2807632435	
12	2807632435	
50	2807632435	
36	2807632435	
73	2807632435	
82	2807632435	
86	2807632435	
86	2807632435	
11	2807632435	Yes
79	2807632435	Strongly Agree
57	2807632435	Strongly Agree
21	2807632435	Strongly Agree
85	2807632435	
39	2807632435	Strongly Agree
24	2807632435	
43	2807632435	Likely
61	2807632435	
83	2807632435	
52	2807632435	
70	2807632435	
87	2807632435	
42	2807632435	
32	2805815558	Test4
71	2805815558	One or more times per day
84	2805815558	Never
68	2805815558	Never
13	2805815558	Often
18	2805815558	Often
